,game,game_id,player_id,status,start_time,end_time,player_hand,player_hand_value,banker_hand,banker_hand_value,last_action,player_wager,player_payout,game_outcome,player_bet,player_bet_outcome
2905,Baccarat,GID-5I6AEN,PID-000008,Success,2023-08-07T00:13:56,2023-08-07T00:15:54,"[{'value': '10', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Spades'}, {'value': '5', 'rank': 'Clubs'}]",5,"[{'value': '4', 'rank': 'Hearts'}, {'value': '5', 'rank': 'Hearts'}]",9,initial_deal,759.0,721.05,Banker wins!,Banker,Player bet on banker wins!
2906,Baccarat,GID-L37K4R,PID-000031,Success,2024-01-26T23:44:48,2024-01-26T23:48:46,"[{'value': '3', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Clubs'}, {'value': '6', 'rank': 'Hearts'}]",9,"[{'value': '3', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Hearts'}]",4,banker_draw,549.0,549.0,Player wins!,Player,Player bet on player wins!
2907,Baccarat,GID-AWMOXY,PID-000005,Success,2023-01-20T16:41:07,2023-01-20T16:42:26,"[{'value': '8', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Hearts'}]",0,"[{'value': 'J', 'rank': 'Hearts'}, {'value': '8', 'rank': 'Clubs'}]",8,initial_deal,338.0,-338.0,Banker wins!,Tie,Player bet on tie losses!
2908,Baccarat,GID-J6ZAK2,PID-000029,Success,2024-06-22T06:23:33,2024-06-22T06:25:16,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Diamonds'}, {'value': '7', 'rank': 'Hearts'}]",8,"[{'value': '2', 'rank': 'Clubs'}, {'value': '7', 'rank': 'Spades'}]",9,initial_deal,746.0,708.6999999999999,Banker wins!,Banker,Player bet on banker wins!
2909,Baccarat,GID-WQSWFD,PID-000004,Success,2024-03-19T20:38:15,2024-03-19T20:42:14,"[{'value': 'K', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Clubs'}]",3,"[{'value': 'A', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Clubs'}, {'value': '4', 'rank': 'Spades'}]",6,banker_draw,730.0,-730.0,Banker wins!,Player,Player bet on player losses!
2910,Baccarat,GID-9MYZRV,PID-000037,Success,2024-03-17T12:36:43,2024-03-17T12:39:34,"[{'value': 'Q', 'rank': 'Diamonds'}, {'value': '2', 'rank': 'Clubs'}, {'value': '10', 'rank': 'Spades'}]",2,"[{'value': '7', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Spades'}]",7,initial_deal,958.0,-958.0,Banker wins!,Tie,Player bet on tie losses!
2911,Baccarat,GID-LRJLTZ,PID-000035,Success,2023-08-16T17:51:55,2023-08-16T17:53:52,"[{'value': '6', 'rank': 'Spades'}, {'value': '10', 'rank': 'Spades'}]",6,"[{'value': '5', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Diamonds'}]",6,banker_draw,526.0,-526.0,It's a tie!,Player,Player bet on player losses!
2912,Baccarat,GID-PAY44X,PID-000021,Success,2023-10-03T02:35:50,2023-10-03T02:38:41,"[{'value': '10', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Diamonds'}]",7,"[{'value': '6', 'rank': 'Diamonds'}, {'value': '3', 'rank': 'Clubs'}]",9,initial_deal,747.0,-747.0,Banker wins!,Player,Player bet on player losses!
2913,Baccarat,GID-Q7FZDK,PID-000029,Success,2024-01-09T14:34:47,2024-01-09T14:38:44,"[{'value': 'J', 'rank': 'Diamonds'}, {'value': 'K', 'rank': 'Clubs'}, {'value': '6', 'rank': 'Hearts'}]",6,"[{'value': '4', 'rank': 'Clubs'}, {'value': '5', 'rank': 'Spades'}]",9,initial_deal,854.0,-854.0,Banker wins!,Tie,Player bet on tie losses!
2914,Baccarat,GID-XC3N5L,PID-000024,Success,2023-06-29T16:39:08,2023-06-29T16:40:41,"[{'value': '4', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Diamonds'}]",8,"[{'value': '2', 'rank': 'Clubs'}, {'value': '5', 'rank': 'Clubs'}]",7,initial_deal,740.0,740.0,Player wins!,Player,Player bet on player wins!
2915,Baccarat,GID-86XNS6,PID-000007,Success,2024-06-12T14:55:40,2024-06-12T14:58:33,"[{'value': '2', 'rank': 'Hearts'}, {'value': '9', 'rank': 'Spades'}, {'value': '8', 'rank': 'Diamonds'}]",9,"[{'value': 'Q', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Diamonds'}, {'value': '7', 'rank': 'Diamonds'}]",1,banker_draw,484.0,-484.0,Player wins!,Banker,Player bet on banker losses!
2916,Baccarat,GID-XE4E0I,PID-000001,Success,2024-06-09T07:20:58,2024-06-09T07:23:57,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Diamonds'}]",0,"[{'value': '4', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Spades'}]",7,initial_deal,952.0,904.4,Banker wins!,Banker,Player bet on banker wins!
2917,Baccarat,GID-XEGGRO,PID-000008,Success,2024-03-08T18:27:14,2024-03-08T18:30:39,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Diamonds'}]",5,"[{'value': '7', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Spades'}]",7,initial_deal,561.0,-561.0,Banker wins!,Player,Player bet on player losses!
2918,Baccarat,GID-2JWYFY,PID-000044,Success,2024-04-04T11:50:44,2024-04-04T11:52:37,"[{'value': '5', 'rank': 'Spades'}, {'value': '9', 'rank': 'Spades'}, {'value': '7', 'rank': 'Diamonds'}]",1,"[{'value': 'K', 'rank': 'Diamonds'}, {'value': 'K', 'rank': 'Clubs'}, {'value': '8', 'rank': 'Clubs'}]",8,banker_draw,791.0,751.4499999999999,Banker wins!,Banker,Player bet on banker wins!
2919,Baccarat,GID-4LHRNN,PID-000032,Success,2024-06-10T20:44:07,2024-06-10T20:47:03,"[{'value': '9', 'rank': 'Hearts'}, {'value': '9', 'rank': 'Diamonds'}]",8,"[{'value': '2', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Diamonds'}]",8,initial_deal,621.0,-621.0,It's a tie!,Player,Player bet on player losses!
2920,Baccarat,GID-M3BR91,PID-000042,Success,2023-05-27T07:25:40,2023-05-27T07:29:24,"[{'value': 'A', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Diamonds'}, {'value': '3', 'rank': 'Diamonds'}]",5,"[{'value': 'K', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Spades'}, {'value': 'Q', 'rank': 'Diamonds'}]",5,banker_draw,107.0,-107.0,It's a tie!,Player,Player bet on player losses!
2921,Baccarat,GID-J057JV,PID-000041,Success,2023-11-15T08:51:38,2023-11-15T08:54:35,"[{'value': 'Q', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Spades'}, {'value': '7', 'rank': 'Spades'}]",7,"[{'value': '7', 'rank': 'Clubs'}, {'value': '10', 'rank': 'Spades'}]",7,initial_deal,878.0,-878.0,It's a tie!,Banker,Player bet on banker losses!
2922,Baccarat,GID-WWHVN7,PID-000045,Success,2023-06-22T05:32:46,2023-06-22T05:35:42,"[{'value': '7', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Spades'}]",7,"[{'value': 'A', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Clubs'}]",9,initial_deal,375.0,-375.0,Banker wins!,Tie,Player bet on tie losses!
2923,Baccarat,GID-YDCR6T,PID-000012,Success,2024-01-06T23:16:51,2024-01-06T23:18:48,"[{'value': '7', 'rank': 'Spades'}, {'value': '10', 'rank': 'Spades'}]",7,"[{'value': '8', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Spades'}]",8,initial_deal,62.0,58.9,Banker wins!,Banker,Player bet on banker wins!
2924,Baccarat,GID-AMQWX1,PID-000037,Success,2023-10-30T16:48:02,2023-10-30T16:51:05,"[{'value': 'Q', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Clubs'}]",8,"[{'value': 'A', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Diamonds'}]",8,initial_deal,130.0,1040.0,It's a tie!,Tie,Player bet on tie wins!
2925,Baccarat,GID-TTMXRT,PID-000041,Success,2024-01-09T00:20:32,2024-01-09T00:24:31,"[{'value': '2', 'rank': 'Hearts'}, {'value': '5', 'rank': 'Hearts'}]",7,"[{'value': '8', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Diamonds'}]",8,initial_deal,171.0,-171.0,Banker wins!,Player,Player bet on player losses!
2926,Baccarat,GID-UJGOE8,PID-000022,Success,2023-03-12T06:25:17,2023-03-12T06:28:35,"[{'value': '9', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Clubs'}]",1,"[{'value': '10', 'rank': 'Clubs'}, {'value': '4', 'rank': 'Spades'}, {'value': '8', 'rank': 'Spades'}]",2,banker_draw,708.0,-708.0,Banker wins!,Player,Player bet on player losses!
2927,Baccarat,GID-Z1TAVC,PID-000006,Success,2023-09-15T02:34:08,2023-09-15T02:37:47,"[{'value': 'A', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Clubs'}]",6,"[{'value': '3', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Spades'}]",9,initial_deal,802.0,761.9,Banker wins!,Banker,Player bet on banker wins!
2928,Baccarat,GID-TR1UG0,PID-000014,Success,2024-02-21T12:50:53,2024-02-21T12:53:51,"[{'value': '10', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Diamonds'}]",5,"[{'value': '7', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Clubs'}]",9,initial_deal,822.0,-822.0,Banker wins!,Player,Player bet on player losses!
2929,Baccarat,GID-KAYCLD,PID-000029,Success,2024-02-05T03:53:53,2024-02-05T03:56:50,"[{'value': 'J', 'rank': 'Hearts'}, {'value': '5', 'rank': 'Clubs'}, {'value': 'Q', 'rank': 'Hearts'}]",5,"[{'value': '8', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Spades'}, {'value': '2', 'rank': 'Diamonds'}]",6,banker_draw,290.0,-290.0,Banker wins!,Tie,Player bet on tie losses!
2930,Baccarat,GID-S3BY6C,PID-000046,Success,2024-04-28T01:51:58,2024-04-28T01:55:57,"[{'value': '9', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Diamonds'}]",9,"[{'value': '9', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Spades'}]",8,initial_deal,788.0,788.0,Player wins!,Player,Player bet on player wins!
2931,Baccarat,GID-GKHFG5,PID-000043,Success,2023-08-14T05:12:54,2023-08-14T05:15:53,"[{'value': '9', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Diamonds'}]",9,"[{'value': '8', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Diamonds'}]",8,initial_deal,308.0,-308.0,Player wins!,Tie,Player bet on tie losses!
2932,Baccarat,GID-GL433F,PID-000048,Success,2023-03-22T05:46:53,2023-03-22T05:49:52,"[{'value': 'Q', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Hearts'}]",2,"[{'value': '9', 'rank': 'Diamonds'}, {'value': '3', 'rank': 'Clubs'}, {'value': '6', 'rank': 'Diamonds'}]",8,banker_draw,252.0,-252.0,Banker wins!,Player,Player bet on player losses!
2933,Baccarat,GID-KM1QK2,PID-000022,Success,2023-01-17T01:22:51,2023-01-17T01:24:44,"[{'value': '2', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Clubs'}, {'value': 'K', 'rank': 'Diamonds'}]",0,"[{'value': '2', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Spades'}]",8,banker_draw,187.0,-187.0,Banker wins!,Player,Player bet on player losses!
2934,Baccarat,GID-Z537KN,PID-000049,Success,2023-06-05T05:01:28,2023-06-05T05:03:24,"[{'value': '6', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Clubs'}, {'value': '5', 'rank': 'Spades'}]",0,"[{'value': '5', 'rank': 'Diamonds'}, {'value': '4', 'rank': 'Clubs'}]",9,initial_deal,973.0,-973.0,Banker wins!,Player,Player bet on player losses!
2935,Baccarat,GID-3N839D,PID-000013,Success,2024-02-16T06:46:04,2024-02-16T06:48:16,"[{'value': '8', 'rank': 'Hearts'}, {'value': '9', 'rank': 'Diamonds'}]",7,"[{'value': '3', 'rank': 'Clubs'}, {'value': '4', 'rank': 'Clubs'}]",7,initial_deal,144.0,-144.0,It's a tie!,Player,Player bet on player losses!
2936,Baccarat,GID-YNAR01,PID-000047,Success,2024-05-19T15:08:40,2024-05-19T15:10:25,"[{'value': '8', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Diamonds'}]",8,"[{'value': '8', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Clubs'}]",8,initial_deal,753.0,-753.0,It's a tie!,Player,Player bet on player losses!
2937,Baccarat,GID-JALU66,PID-000019,Success,2023-05-07T10:37:39,2023-05-07T10:40:35,"[{'value': '8', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Hearts'}]",8,"[{'value': '5', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Clubs'}, {'value': 'K', 'rank': 'Clubs'}]",5,banker_draw,198.0,-198.0,Player wins!,Banker,Player bet on banker losses!
2938,Baccarat,GID-FV1OJI,PID-000034,Success,2023-11-10T09:07:32,2023-11-10T09:10:28,"[{'value': '2', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Spades'}, {'value': '2', 'rank': 'Spades'}]",5,"[{'value': '9', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Clubs'}]",9,initial_deal,636.0,-636.0,Banker wins!,Player,Player bet on player losses!
2939,Baccarat,GID-JIF9ST,PID-000044,Success,2024-05-13T09:43:56,2024-05-13T09:46:53,"[{'value': '4', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Spades'}]",5,"[{'value': '10', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Spades'}]",8,initial_deal,185.0,-185.0,Banker wins!,Tie,Player bet on tie losses!
2940,Baccarat,GID-IO1V19,PID-000044,Success,2024-01-21T05:11:37,2024-01-21T05:15:21,"[{'value': '10', 'rank': 'Hearts'}, {'value': '3', 'rank': 'Spades'}, {'value': '9', 'rank': 'Spades'}]",2,"[{'value': '4', 'rank': 'Spades'}, {'value': '5', 'rank': 'Spades'}]",9,initial_deal,744.0,706.8,Banker wins!,Banker,Player bet on banker wins!
2941,Baccarat,GID-L56N6T,PID-000044,Success,2024-06-06T13:57:00,2024-06-06T14:00:19,"[{'value': 'J', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Clubs'}, {'value': '4', 'rank': 'Hearts'}]",5,"[{'value': '3', 'rank': 'Diamonds'}, {'value': '7', 'rank': 'Spades'}, {'value': '9', 'rank': 'Spades'}]",9,banker_draw,283.0,268.84999999999997,Banker wins!,Banker,Player bet on banker wins!
2942,Baccarat,GID-EJQKKU,PID-000040,Success,2024-04-25T02:58:51,2024-04-25T03:00:45,"[{'value': '4', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Spades'}, {'value': '6', 'rank': 'Clubs'}]",7,"[{'value': '2', 'rank': 'Clubs'}, {'value': 'Q', 'rank': 'Clubs'}, {'value': 'Q', 'rank': 'Diamonds'}]",2,banker_draw,490.0,490.0,Player wins!,Player,Player bet on player wins!
2943,Baccarat,GID-PWOQBE,PID-000008,Success,2023-08-29T16:54:56,2023-08-29T16:56:52,"[{'value': '10', 'rank': 'Diamonds'}, {'value': '9', 'rank': 'Spades'}]",9,"[{'value': '4', 'rank': 'Clubs'}, {'value': '5', 'rank': 'Clubs'}]",9,initial_deal,42.0,-42.0,It's a tie!,Player,Player bet on player losses!
2944,Baccarat,GID-R8MOXH,PID-000049,Success,2023-08-23T05:24:45,2023-08-23T05:27:42,"[{'value': 'Q', 'rank': 'Diamonds'}, {'value': 'K', 'rank': 'Diamonds'}, {'value': '7', 'rank': 'Diamonds'}]",7,"[{'value': '9', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Clubs'}]",6,initial_deal,423.0,423.0,Player wins!,Player,Player bet on player wins!
2945,Baccarat,GID-HP8YBC,PID-000038,Success,2023-04-07T13:35:18,2023-04-07T13:37:06,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Spades'}]",1,"[{'value': '5', 'rank': 'Diamonds'}, {'value': '4', 'rank': 'Clubs'}]",9,initial_deal,658.0,-658.0,Banker wins!,Player,Player bet on player losses!
2946,Baccarat,GID-SXR3CA,PID-000025,Success,2024-06-30T03:53:38,2024-06-30T03:56:26,"[{'value': 'A', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Spades'}, {'value': '3', 'rank': 'Hearts'}]",6,"[{'value': '6', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Spades'}]",6,initial_deal,307.0,-307.0,It's a tie!,Player,Player bet on player losses!
2947,Baccarat,GID-4YH6LQ,PID-000035,Success,2024-04-17T04:31:00,2024-04-17T04:32:13,"[{'value': '5', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Hearts'}]",5,"[{'value': '3', 'rank': 'Spades'}, {'value': '5', 'rank': 'Spades'}]",8,initial_deal,150.0,142.5,Banker wins!,Banker,Player bet on banker wins!
2948,Baccarat,GID-TM618V,PID-000002,Success,2023-03-16T15:46:27,2023-03-16T15:50:09,"[{'value': '10', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Clubs'}, {'value': '7', 'rank': 'Diamonds'}]",1,"[{'value': '10', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Diamonds'}, {'value': 'K', 'rank': 'Clubs'}]",0,banker_draw,404.0,-404.0,Player wins!,Tie,Player bet on tie losses!
2949,Baccarat,GID-GCNC2Q,PID-000009,Success,2024-04-03T09:59:07,2024-04-03T10:02:16,"[{'value': 'J', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Hearts'}]",6,"[{'value': '8', 'rank': 'Clubs'}, {'value': 'A', 'rank': 'Clubs'}]",9,initial_deal,162.0,153.9,Banker wins!,Banker,Player bet on banker wins!
2950,Baccarat,GID-302ADR,PID-000027,Success,2023-02-04T16:34:27,2023-02-04T16:37:18,"[{'value': 'Q', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Diamonds'}]",9,"[{'value': 'K', 'rank': 'Clubs'}, {'value': '8', 'rank': 'Spades'}]",8,initial_deal,71.0,71.0,Player wins!,Player,Player bet on player wins!
2951,Baccarat,GID-U1OAUD,PID-000032,Success,2024-03-15T01:38:26,2024-03-15T01:42:12,"[{'value': 'K', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Clubs'}, {'value': '8', 'rank': 'Hearts'}]",8,"[{'value': '9', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Hearts'}]",9,initial_deal,223.0,211.85,Banker wins!,Banker,Player bet on banker wins!
2952,Baccarat,GID-SWB7IL,PID-000011,Success,2024-01-06T16:12:06,2024-01-06T16:15:41,"[{'value': '7', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Diamonds'}]",7,"[{'value': '3', 'rank': 'Diamonds'}, {'value': '9', 'rank': 'Spades'}, {'value': 'Q', 'rank': 'Diamonds'}]",2,banker_draw,184.0,-184.0,Player wins!,Banker,Player bet on banker losses!
2953,Baccarat,GID-VH0V09,PID-000001,Success,2023-08-20T22:08:34,2023-08-20T22:10:30,"[{'value': '2', 'rank': 'Clubs'}, {'value': 'Q', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Diamonds'}]",2,"[{'value': '9', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Spades'}]",7,initial_deal,27.0,-27.0,Banker wins!,Tie,Player bet on tie losses!
2954,Baccarat,GID-RZYG9Y,PID-000025,Success,2023-05-20T09:36:00,2023-05-20T09:38:23,"[{'value': '9', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Hearts'}]",1,"[{'value': '7', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Hearts'}]",7,initial_deal,287.0,-287.0,Banker wins!,Player,Player bet on player losses!
2955,Baccarat,GID-UDVJFQ,PID-000015,Success,2024-04-21T15:35:37,2024-04-21T15:39:34,"[{'value': '8', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Diamonds'}]",8,"[{'value': '7', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Diamonds'}]",7,initial_deal,957.0,957.0,Player wins!,Player,Player bet on player wins!
2956,Baccarat,GID-EYH83B,PID-000035,Success,2023-03-23T10:58:08,2023-03-23T11:01:04,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Spades'}, {'value': '7', 'rank': 'Spades'}]",8,"[{'value': '3', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Diamonds'}]",7,initial_deal,762.0,762.0,Player wins!,Player,Player bet on player wins!
2957,Baccarat,GID-UGBDH8,PID-000039,Success,2023-07-10T01:02:44,2023-07-10T01:06:35,"[{'value': 'Q', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Spades'}]",9,"[{'value': '3', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Spades'}]",7,initial_deal,821.0,-821.0,Player wins!,Tie,Player bet on tie losses!
2958,Baccarat,GID-QYR17G,PID-000007,Success,2024-04-26T03:11:52,2024-04-26T03:14:45,"[{'value': '7', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Spades'}]",7,"[{'value': '2', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Clubs'}, {'value': '2', 'rank': 'Spades'}]",3,banker_draw,39.0,-39.0,Player wins!,Tie,Player bet on tie losses!
2959,Baccarat,GID-1W1W7G,PID-000045,Success,2023-12-18T06:06:42,2023-12-18T06:09:25,"[{'value': '7', 'rank': 'Hearts'}, {'value': '9', 'rank': 'Clubs'}]",6,"[{'value': '3', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Hearts'}]",9,initial_deal,50.0,47.5,Banker wins!,Banker,Player bet on banker wins!
2960,Baccarat,GID-KS7BH5,PID-000021,Success,2023-10-27T02:01:21,2023-10-27T02:02:42,"[{'value': '5', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Diamonds'}]",6,"[{'value': 'A', 'rank': 'Hearts'}, {'value': '8', 'rank': 'Clubs'}]",9,initial_deal,309.0,293.55,Banker wins!,Banker,Player bet on banker wins!
2961,Baccarat,GID-KRIS56,PID-000030,Success,2023-04-13T23:57:26,2023-04-13T23:59:23,"[{'value': '5', 'rank': 'Diamonds'}, {'value': '3', 'rank': 'Clubs'}]",8,"[{'value': '9', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Hearts'}]",9,initial_deal,39.0,-39.0,Banker wins!,Tie,Player bet on tie losses!
2962,Baccarat,GID-H9Q79U,PID-000002,Success,2023-09-19T06:44:55,2023-09-19T06:48:54,"[{'value': '7', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Clubs'}]",7,"[{'value': '9', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Spades'}]",9,initial_deal,638.0,606.1,Banker wins!,Banker,Player bet on banker wins!
2963,Baccarat,GID-CA6O9S,PID-000010,Success,2023-05-24T21:47:31,2023-05-24T21:51:19,"[{'value': '10', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Spades'}]",0,"[{'value': '7', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Diamonds'}]",7,initial_deal,13.0,-13.0,Banker wins!,Tie,Player bet on tie losses!
2964,Baccarat,GID-RZFRFQ,PID-000019,Success,2024-02-25T14:03:42,2024-02-25T14:06:35,"[{'value': '3', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Clubs'}]",9,"[{'value': '6', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Hearts'}]",6,initial_deal,427.0,-427.0,Player wins!,Banker,Player bet on banker losses!
2965,Baccarat,GID-AECV9C,PID-000036,Success,2024-06-24T10:53:59,2024-06-24T10:56:58,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Spades'}, {'value': '6', 'rank': 'Spades'}]",6,"[{'value': '10', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Hearts'}]",7,banker_draw,670.0,-670.0,Banker wins!,Player,Player bet on player losses!
2966,Baccarat,GID-7WB3R3,PID-000029,Success,2023-03-29T02:32:06,2023-03-29T02:33:59,"[{'value': '2', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Spades'}]",8,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Spades'}, {'value': '6', 'rank': 'Hearts'}]",6,banker_draw,670.0,-670.0,Player wins!,Banker,Player bet on banker losses!
2967,Baccarat,GID-EWB0RH,PID-000002,Success,2023-04-16T20:02:32,2023-04-16T20:06:28,"[{'value': '4', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Diamonds'}]",8,"[{'value': '7', 'rank': 'Spades'}, {'value': '10', 'rank': 'Spades'}]",7,initial_deal,725.0,-725.0,Player wins!,Banker,Player bet on banker losses!
2968,Baccarat,GID-Q3FNU3,PID-000031,Success,2023-12-02T04:35:31,2023-12-02T04:37:17,"[{'value': 'K', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Clubs'}, {'value': '6', 'rank': 'Diamonds'}]",6,"[{'value': '4', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Diamonds'}, {'value': '3', 'rank': 'Diamonds'}]",7,banker_draw,234.0,-234.0,Banker wins!,Player,Player bet on player losses!
2969,Baccarat,GID-39X6Z2,PID-000016,Success,2023-11-24T04:57:53,2023-11-24T05:01:48,"[{'value': '8', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Spades'}]",8,"[{'value': '4', 'rank': 'Hearts'}, {'value': '5', 'rank': 'Hearts'}]",9,initial_deal,791.0,751.4499999999999,Banker wins!,Banker,Player bet on banker wins!
2970,Baccarat,GID-664HF6,PID-000024,Success,2023-05-23T14:00:00,2023-05-23T14:02:36,"[{'value': '7', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Hearts'}]",1,"[{'value': '8', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Spades'}]",8,initial_deal,238.0,-238.0,Banker wins!,Tie,Player bet on tie losses!
2971,Baccarat,GID-IIO5KR,PID-000035,Success,2023-11-13T10:42:56,2023-11-13T10:45:55,"[{'value': 'J', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Clubs'}, {'value': '6', 'rank': 'Hearts'}]",7,"[{'value': '10', 'rank': 'Diamonds'}, {'value': '2', 'rank': 'Clubs'}, {'value': '5', 'rank': 'Diamonds'}]",7,banker_draw,207.0,-207.0,It's a tie!,Banker,Player bet on banker losses!
